,Date,Close
0,2018-07-16,47.727500915527344
1,2018-07-17,47.86249923706055
2,2018-07-18,47.599998474121094
3,2018-07-19,47.970001220703125
4,2018-07-20,47.86000061035156
5,2018-07-21,47.874167124430336
6,2018-07-22,47.88833363850912
7,2018-07-23,47.90250015258789
8,2018-07-24,48.25
9,2018-07-25,48.70500183105469
10,2018-07-26,48.5525016784668
11,2018-07-27,47.744998931884766
12,2018-07-28,47.65583292643229
13,2018-07-29,47.56666692097982
14,2018-07-30,47.477500915527344
15,2018-07-31,47.5724983215332
16,2018-08-01,50.375
17,2018-08-02,51.84749984741211
18,2018-08-03,51.997501373291016
19,2018-08-04,52.087501525878906
20,2018-08-05,52.1775016784668
21,2018-08-06,52.26750183105469
22,2018-08-07,51.77750015258789
23,2018-08-08,51.8125
24,2018-08-09,52.220001220703125
25,2018-08-10,51.88249969482422
26,2018-08-11,51.9941660563151
27,2018-08-12,52.10583241780599
28,2018-08-13,52.217498779296875
29,2018-08-14,52.4375
30,2018-08-15,52.560001373291016
31,2018-08-16,53.33000183105469
32,2018-08-17,54.39500045776367
33,2018-08-18,54.21833419799805
34,2018-08-19,54.04166793823242
35,2018-08-20,53.8650016784668
36,2018-08-21,53.7599983215332
37,2018-08-22,53.76250076293945
38,2018-08-23,53.872501373291016
39,2018-08-24,54.040000915527344
40,2018-08-25,54.188334147135414
41,2018-08-26,54.33666737874349
42,2018-08-27,54.48500061035156
43,2018-08-28,54.92499923706055
44,2018-08-29,55.744998931884766
45,2018-08-30,56.25749969482422
46,2018-08-31,56.907501220703125
47,2018-09-01,56.953125953674316
48,2018-09-02,56.99875068664551
49,2018-09-03,57.0443754196167
50,2018-09-04,57.09000015258789
51,2018-09-05,56.717498779296875
52,2018-09-06,55.775001525878906
53,2018-09-07,55.32500076293945
54,2018-09-08,55.077500661214195
55,2018-09-09,54.83000055948893
56,2018-09-10,54.58250045776367
57,2018-09-11,55.962501525878906
58,2018-09-12,55.26750183105469
59,2018-09-13,56.602500915527344
60,2018-09-14,55.959999084472656
61,2018-09-15,55.46333312988281
62,2018-09-16,54.96666717529297
63,2018-09-17,54.470001220703125
64,2018-09-18,54.560001373291016
65,2018-09-19,54.592498779296875
66,2018-09-20,55.00749969482422
67,2018-09-21,54.415000915527344
68,2018-09-22,54.67583338419596
69,2018-09-23,54.936665852864586
70,2018-09-24,55.1974983215332
71,2018-09-25,55.54750061035156
72,2018-09-26,55.10499954223633
73,2018-09-27,56.23749923706055
74,2018-09-28,56.435001373291016
75,2018-09-29,56.561667124430336
76,2018-09-30,56.688332875569664
77,2018-10-01,56.814998626708984
78,2018-10-02,57.31999969482422
79,2018-10-03,58.01750183105469
80,2018-10-04,56.997501373291016
81,2018-10-05,56.0724983215332
82,2018-10-06,56.02916590372721
83,2018-10-07,55.985833485921226
84,2018-10-08,55.942501068115234
85,2018-10-09,56.717498779296875
86,2018-10-10,54.09000015258789
87,2018-10-11,53.61249923706055
88,2018-10-12,55.52750015258789
89,2018-10-13,55.131666819254555
90,2018-10-14,54.735833485921226
91,2018-10-15,54.34000015258789
