Neg,Pos,Neu,Open,Prev Adj Close,Label
2.6886765975447628e-06,0.050659318153308444,0.9493379931700829,1.3125714000000002,1.3045714,0
6.460460518776685e-06,0.000847803558312394,0.9991457359812226,1.2948571,1.3017143,0
0.23786238573712543,0.7621370440692938,5.701936031685964e-07,1.2861428,1.3038570999999999,0
1.9968907156234805e-08,7.635244939176362e-06,0.9999923447861349,1.2461429000000002,1.2832857,1
1.2702180056288644e-08,2.148283577762735e-06,0.9999978390142744,1.27,1.2434286,1
0.0001245683345499815,0.9943305595313673,0.00554487213409914,1.2564285,1.2608571,1
5.672205314220982e-07,0.010992330973010105,0.9890071018065061,1.2721429,1.2678572000000001,0
1.3605669798030382e-06,0.9999983215561076,3.1787696093254783e-07,1.2717143,1.2305715,0
0.0011613537408568405,0.5903439675642639,0.40849467869486145,1.2518572000000001,1.2721429,0
0.00030926613667530745,0.9995732897730595,0.00011744409031810989,1.2104285000000001,1.2650000000000001,1
0.0030238434019920954,0.467651524661151,0.5293246319368312,1.2352858,1.2531428,0
0.38332738972645775,0.6166235275250743,4.908274841417266e-05,1.1922857,1.221,0
0.007935551367768752,0.9920644470601065,1.5721120268320041e-09,1.1735714,1.233,0
1.886547323186173e-10,0.9999992801538473,7.196575378210749e-07,1.1164286,1.2108571,1
1.4624837235514654e-06,0.999580463464295,0.00041807405197675157,1.1460000000000001,1.1842857,0
0.3611055824407096,0.6382509231816541,0.0006434943776875196,1.1992857000000001,1.1742857,1
1.7645672881716283e-06,0.9999982326654319,2.7672592429672624e-09,1.2327143,1.1644286,0
1.1730999388072874e-06,0.0001365802896804082,0.9998622466104029,1.2007143,1.1645714999999999,1
0.2677362843997917,0.7321632007319856,0.00010051486825428212,1.2252857000000001,1.1552856999999999,0
1.286232794419313e-06,0.999998713761815,5.340321242518528e-12,1.228,1.212,1
0.7683338775352004,0.2316272981297856,3.8824335013700456e-05,1.2349999999999999,1.1971429,1
0.09194745304977489,0.8571519340257543,0.05090061292442556,1.3535714000000003,1.2237143,1
0.9463312833715857,0.00538085783492748,0.04828785879350008,1.3705714000000002,1.215,0
1.4051729170540958e-07,6.687210801813489e-05,0.9999329873746949,1.3512857,1.221,0
0.08661924919073923,0.8030157537297822,0.11036499707947572,1.3668571,1.3224285999999998,1
0.002109874617347464,0.9867087876557178,0.011181337726930208,1.3937143,1.3857142,0
0.00011593742110964978,0.8169424049660705,0.18294165761282305,1.3157143,1.3685715,0
3.5676723171929317e-06,0.9999964323276321,3.370388378205631e-17,1.2661428000000001,1.3517143,0
2.4095533312440705e-08,2.766064351797211e-05,0.9999723152609388,1.2734285,1.3871428,0
0.8961786720362374,0.08946169424125475,0.014359633722518517,1.2247143,1.3564285,0
0.027385638906190873,0.09821725569110021,0.8743971054026807,1.2382857,1.2724286,1
0.33720813166323005,0.648151442349347,0.014640425987424936,1.2444285000000002,1.2642858000000001,0
0.3223783612650647,0.6776216378064476,9.285314432433508e-10,1.2444285000000002,1.2398571,0
7.504446841219042e-08,0.9899746819369891,0.010025243018542112,1.2328571,1.2242857,1
0.0914125112665462,0.4015201075320057,0.5070673812014483,1.2347143,1.2385715,0
5.417273143325366e-08,0.99999994260145,3.2258544651746798e-09,1.2122857000000002,1.2321427999999999,1
0.9847195609835964,0.014564375579812067,0.0007160634365971295,1.2318571,1.2197143000000001,0
0.020887004437442364,0.7692072911791229,0.20990570438343553,1.2017143000000001,1.2277143000000001,1
4.7447158834034195e-06,0.9999731546318587,2.2100652294187047e-05,1.2042857,1.2221429000000001,0
0.00029657758340385264,0.0005270049458329915,0.9991764174707096,1.2068571000000001,1.2247143,1
9.578533670503096e-11,0.9994893493685678,0.0005106505356248374,1.2204286,1.2105714,1
0.00681381529588968,0.15626628624005753,0.8369198984640008,1.2268572,1.2107142,0
0.536914785867784,0.4619744584121202,0.0011107557201037366,1.2061429000000001,1.1991428000000002,1
1.0885504241620433e-05,0.9999891144938314,1.8865541975976695e-12,1.209,1.2021428,1
0.0004634063991887509,0.9995365935075049,9.331243556536647e-11,1.2205714,1.2307143,0
0.00026944707568965953,0.8507440075024454,0.14898654542191891,1.2178572,1.2311429,0
5.821963252967227e-07,0.9999994178036776,2.355833204147758e-19,1.2092857000000001,1.1895715,1
0.0002651798932611809,0.9976347554290937,0.0021000646776436925,1.2282857,1.2125714,1
3.8340297778237344e-20,6.301965567679683e-11,0.9999999999370175,1.2971429,1.21,1
0.064420971513928,0.935579013436533,1.5049502012017203e-08,1.2737143,1.2185715,0
1.4833887084677645e-07,0.9999972032558617,2.648405275623166e-06,1.2834286000000001,1.2172857000000001,0
3.320454763952051e-08,0.9999999667954859,4.779274103426321e-15,1.2328571,1.2118571,0
0.002231572128389373,0.0031716603906866703,0.9945967674809126,1.2004286,1.2271428,1
0.0001743719465960829,0.0001699927697707596,0.9996556352836209,1.2395714999999998,1.2742857,0
0.9973133627870411,0.0026866372062828493,6.671642285513948e-12,1.2269999999999999,1.2787143,1
0.1278793065188074,0.8721199611376915,7.323434937052106e-07,1.2542857,1.2724286,1
7.989591888191153e-06,0.9994141558117183,0.0005778545964332226,1.2655714,1.2644286,1
0.996045142046442,0.00395485795346698,6.406557892951339e-14,1.2685715,1.199,0
0.25400448930334957,0.1745270163704527,0.5714684943261956,1.2581429,1.2087143,1
0.00014878060134145896,0.0005454549607517839,0.9993057644378855,1.2772857,1.2437143000000002,0
0.0010033836363401553,0.23474201266177142,0.7642546037018821,1.2657143,1.2201428,1
0.6078801232282539,0.38960045038964103,0.002519426382128471,1.2851428999999999,1.2331429,0
4.3842848048395e-10,4.820686851992689e-07,0.9999995174929408,1.2791429,1.2598572000000001,1
0.06269655593933483,0.9373001126940091,3.3313666358128333e-06,1.2891429,1.2531428,1
0.03082703750614488,0.969168908253283,4.054240585571125e-06,1.3050000000000002,1.2571428,1
